,dti,emp_length,issue_d,loan_amnt,purpose,rejected
303591,6,0,7/23/2016,5000,debt_consolidation,1
303592,25.55,5,7/23/2016,8000,credit_card,1
303594,0,0,7/23/2016,4000,car,1
303595,38.03,0,7/23/2016,3000,home_improvement,1
303596,22.52,0,7/23/2016,7500,debt_consolidation,1
303597,2.57,0,7/23/2016,3000,debt_consolidation,1
303598,18.77,5,7/23/2016,5000,credit_card,1
303599,9.48,0,7/23/2016,1500,credit_card,1
303600,17.3,0,7/23/2016,5000,credit_card,1
303601,28.78,0,7/23/2016,27000,debt_consolidation,1
303602,35.51,0,7/23/2016,25000,house,1
303603,0,0,7/23/2016,2800,medical,1
303604,39.48,5,7/23/2016,25000,credit_card,1
303605,37.55,0,7/23/2016,10000,debt_consolidation,1
303606,18.09,5,7/23/2016,35000,debt_consolidation,1
303607,42.7,5,7/23/2016,6000,debt_consolidation,1
303608,36.45,0,7/23/2016,25000,debt_consolidation,1
303609,7.4,5,7/23/2016,2000,debt_consolidation,1
303611,39.18,5,7/23/2016,12000,debt_consolidation,1
303612,24.78,0,7/23/2016,35000,debt_consolidation,1
303613,38.46,0,7/23/2016,5000,debt_consolidation,1
303614,39.95,,7/23/2016,30000,debt_consolidation,1
303615,43.14,5,7/23/2016,10000,debt_consolidation,1
303616,39.32,5,7/23/2016,10000,credit_card,1
303617,13.84,5,7/23/2016,25000,debt_consolidation,1
303618,7.66,5,7/23/2016,6000,other,1
303619,35.91,0,7/23/2016,4000,other,1
303620,36.92,0,7/23/2016,30000,debt_consolidation,1
303621,20.2,0,7/23/2016,20000,debt_consolidation,1
303622,22.63,0,7/23/2016,20000,debt_consolidation,1
303623,9.72,0,7/23/2016,13000,debt_consolidation,1
303624,11.56,0,7/23/2016,5000,major_purchase,1
303625,11.93,0,7/23/2016,10000,debt_consolidation,1
303626,19.52,,7/23/2016,25000,debt_consolidation,1
303627,17.49,5,7/23/2016,10000,home_improvement,1
303628,21.84,0,7/23/2016,2000,debt_consolidation,1
303629,37.45,0,7/23/2016,20000,other,1
303631,43.41,0,7/23/2016,25000,debt_consolidation,1
303632,13.2,,7/23/2016,1600,other,1
303633,16.48,5,7/23/2016,5000,moving,1
303634,26.6,0,7/23/2016,25000,car,1
303635,2.21,,7/23/2016,35000,home_improvement,1
303636,63.05,0,7/23/2016,15000,credit_card,1
303637,0,0,7/23/2016,1000,home_improvement,1
303638,32.93,0,7/23/2016,25000,debt_consolidation,1
303639,4.13,,7/23/2016,2500,Debt consolidation,1
303640,19.08,0,7/23/2016,20000,debt_consolidation,1
303641,0,5,7/23/2016,5000,home_improvement,1
303642,0.53,0,7/23/2016,13000,debt_consolidation,1
303643,0,,7/23/2016,5000,other,1
303644,27.56,,7/23/2016,10000,debt_consolidation,1
303645,7.49,5,7/23/2016,25000,car,1
303646,7.6,0,7/23/2016,20000,car,1
303647,26.31,9,7/23/2016,5000,Credit card refinancing,1
303648,1,5,7/23/2016,6000,house,1
303649,40.19,5,7/23/2016,5000,credit_card,1
303650,15.58,0,7/23/2016,20000,debt_consolidation,1
303651,15.84,0,7/23/2016,3000,home_improvement,1
303653,14.21,0,7/23/2016,18000,debt_consolidation,1
303654,33.88,0,7/23/2016,15000,debt_consolidation,1
303655,10.84,0,7/23/2016,5000,other,1
303656,14.1,,7/23/2016,5000,debt_consolidation,1
303657,19.17,0,7/23/2016,20000,debt_consolidation,1
303658,3.82,0,7/23/2016,2500,major_purchase,1
303659,5.87,,7/23/2016,1000,other,1
303660,5.44,5,7/23/2016,25000,other,1
303661,21.9,5,7/23/2016,6350,other,1
303662,22.71,5,7/23/2016,12500,debt_consolidation,1
303663,33.35,0,7/23/2016,25000,debt_consolidation,1
303664,32.93,0,7/23/2016,30000,debt_consolidation,1
303665,15.16,5,7/23/2016,26000,debt_consolidation,1
303666,7.39,0,7/23/2016,5000,medical,1
303667,44.55,5,7/23/2016,35000,other,1
303668,35.64,5,7/23/2016,20000,credit_card,1
303669,53.7,0,7/23/2016,2000,debt_consolidation,1
303670,12.58,2,7/23/2016,5000,Debt consolidation,1
303671,11.71,5,7/23/2016,4500,credit_card,1
303673,23.47,5,7/23/2016,15000,Debt consolidation,1
303675,55.54,,7/23/2016,35000,debt_consolidation,1
303676,4.39,0,7/23/2016,30000,debt_consolidation,1
303677,30.2,0,7/23/2016,20000,debt_consolidation,1
303678,26.18,0,7/23/2016,2500,other,1
303679,0.9,0,7/23/2016,1000,other,1
303680,54.26,0,7/23/2016,33500,debt_consolidation,1
303681,3.24,5,7/23/2016,2000,other,1
303682,23.24,0,7/23/2016,5000,other,1
303683,21.37,0,7/23/2016,20000,debt_consolidation,1
303684,59.39,5,7/23/2016,25000,debt_consolidation,1
303685,16.42,0,7/23/2016,5000,major_purchase,1
303686,0,5,7/23/2016,1500,other,1
303687,33.18,0,7/23/2016,20000,debt_consolidation,1
303688,10.04,5,7/23/2016,5000,debt_consolidation,1
303689,45.9,0,7/23/2016,4000,home_improvement,1
303690,0.88,0,7/23/2016,5000,debt_consolidation,1
303691,14.61,0,7/23/2016,20000,debt_consolidation,1
303692,21.64,5,7/23/2016,11000,credit_card,1
303693,16.26,0,7/23/2016,5000,home_improvement,1
303694,34.98,0,7/23/2016,6500,debt_consolidation,1
303695,11.09,0,7/23/2016,10000,debt_consolidation,1
303696,0.2,0,7/23/2016,3000,other,1
303697,18.37,0,7/23/2016,30000,debt_consolidation,1
303698,29.88,0,7/23/2016,10000,small_business,1
303699,36.43,0,7/23/2016,20000,debt_consolidation,1
303700,38.58,0,7/23/2016,10000,debt_consolidation,1
303701,4.14,0,7/23/2016,10000,other,1
303702,9.52,0,7/23/2016,1000,vacation,1
303703,26.07,5,7/23/2016,9675,credit_card,1
303704,13.9,5,7/23/2016,15000,debt_consolidation,1
303705,12.72,0,7/23/2016,1500,debt_consolidation,1
303706,14.01,0,7/23/2016,1000,other,1
303707,23.14,0,7/23/2016,15500,debt_consolidation,1
303708,27.53,5,7/23/2016,8000,moving,1
303709,37.29,0,7/23/2016,2000,other,1
303710,25.35,0,7/23/2016,10000,home_improvement,1
303711,0.22,0,7/23/2016,10000,debt_consolidation,1
303712,3.2,0,7/23/2016,3000,other,1
303713,77.76,0,7/23/2016,40000,debt_consolidation,1
303715,24.2,5,7/23/2016,8000,credit_card,1
303716,1.29,,7/23/2016,8000,home_improvement,1
303717,47.72,5,7/23/2016,10000,credit_card,1
303718,3.51,0,7/23/2016,10000,car,1
303719,31.08,0,7/23/2016,16000,debt_consolidation,1
303720,20.44,7,7/23/2016,25000,Debt consolidation,1
303721,27.92,5,7/23/2016,6000,debt_consolidation,1
303722,43.66,0,7/23/2016,20000,debt_consolidation,1
303723,8.09,,7/23/2016,3000,home_improvement,1
303724,32.02,0,7/23/2016,8000,debt_consolidation,1
303725,44.16,0,7/23/2016,40000,debt_consolidation,1
303726,30.8,5,7/23/2016,30000,Debt consolidation,1
303727,5.38,0,7/23/2016,5000,major_purchase,1
303728,18.36,0,7/23/2016,15000,debt_consolidation,1
303729,1.96,0,7/23/2016,12500,credit_card,1
303730,4,5,7/23/2016,5000,car,1
303731,4.3,0,7/23/2016,30000,major_purchase,1
303732,8.44,0,7/23/2016,1500,home_improvement,1
303733,27.22,,7/23/2016,23000,credit_card,1
303734,0,0,7/23/2016,1000,car,1
303735,18,6,7/23/2016,10000,Credit card refinancing,1
303736,12.31,0,7/23/2016,20000,debt_consolidation,1
303737,65.77,,7/23/2016,5000,debt_consolidation,1
303738,42.67,5,7/23/2016,17000,debt_consolidation,1
303739,9.41,0,7/23/2016,15000,debt_consolidation,1
303740,42.98,0,7/23/2016,5500,debt_consolidation,1
303741,27.12,0,7/23/2016,10000,debt_consolidation,1
303742,18.54,0,7/23/2016,5000,debt_consolidation,1
303743,62.68,0,7/23/2016,5000,other,1
303744,40.98,0,7/23/2016,20000,other,1
303745,19.54,0,7/23/2016,5000,debt_consolidation,1
303746,58.28,0,7/23/2016,40000,debt_consolidation,1
303748,13.4,1,7/23/2016,9000,Debt consolidation,1
303749,1.22,,7/23/2016,4000,other,1
303750,26.97,0,7/23/2016,20000,small_business,1
303752,6.35,0,7/23/2016,1000,other,1
303753,19.14,5,7/23/2016,3000,vacation,1
303754,15.55,0,7/23/2016,10000,debt_consolidation,1
303755,25.8,0,7/23/2016,16000,home_improvement,1
303756,9.03,0,7/23/2016,5000,other,1
303757,26.93,0,7/23/2016,25000,debt_consolidation,1
303759,30.67,0,7/23/2016,20000,debt_consolidation,1
303760,11.97,0,7/23/2016,10000,debt_consolidation,1
303761,22.93,0,7/23/2016,20000,debt_consolidation,1
303762,40.4,0,7/23/2016,10000,debt_consolidation,1
303763,7.04,5,7/23/2016,10000,debt_consolidation,1
303764,41.91,0,7/23/2016,20000,credit_card,1
303765,82.64,0,7/23/2016,25000,debt_consolidation,1
303766,37.45,0,7/23/2016,37000,debt_consolidation,1
303767,27.35,0,7/23/2016,20000,debt_consolidation,1
303768,0,0,7/23/2016,2000,renewable_energy,1
303769,22.5,0,7/23/2016,35000,other,1
303770,45.47,5,7/23/2016,25000,debt_consolidation,1
303771,5.09,,7/23/2016,10000,home_improvement,1
303772,22.52,5,7/23/2016,28000,credit_card,1
303773,19.97,5,7/23/2016,20000,credit_card,1
303774,44.18,5,7/23/2016,20000,debt_consolidation,1
303775,41.03,0,7/23/2016,15000,debt_consolidation,1
303776,0.6,0,7/23/2016,3500,credit_card,1
303777,63.1,,7/23/2016,28000,credit_card,1
303778,25.86,0,7/23/2016,30000,debt_consolidation,1
303780,1.33,0,7/23/2016,32000,major_purchase,1
303781,4.67,0,7/23/2016,4000,debt_consolidation,1
303782,6.06,5,7/23/2016,25000,credit_card,1
303783,32.66,0,7/23/2016,22000,debt_consolidation,1
303784,0.29,0,7/23/2016,10000,other,1
303785,3.27,0,7/23/2016,4000,major_purchase,1
303786,1.89,0,7/23/2016,10000,debt_consolidation,1
303787,24.59,,7/23/2016,15000,other,1
303788,0,0,7/23/2016,4300,moving,1
303789,18.04,0,7/23/2016,1000,other,1
303790,48.22,0,7/23/2016,26000,debt_consolidation,1
303791,14.86,,7/23/2016,15000,Debt consolidation,1
303792,40.53,0,7/23/2016,5000,debt_consolidation,1
303793,22.71,7,7/23/2016,4000,Debt consolidation,1
303794,18.58,0,7/23/2016,2000,major_purchase,1
303795,0.54,0,7/23/2016,1500,other,1
303796,3.75,0,7/23/2016,20000,debt_consolidation,1
303797,34.3,0,7/23/2016,8000,debt_consolidation,1
303798,31.68,0,7/23/2016,1000,debt_consolidation,1
303799,18.23,9,7/23/2016,2000,Major purchase,1
303800,22.18,10,7/23/2016,7000,Debt consolidation,1
303801,7.43,0,7/23/2016,15000,debt_consolidation,1
303803,29.15,0,7/23/2016,6000,major_purchase,1
303804,37.17,0,7/23/2016,15000,credit_card,1
303805,20.94,0,7/23/2016,5000,debt_consolidation,1
303806,30.32,0,7/23/2016,40000,debt_consolidation,1
303807,26.83,0,7/23/2016,9000,credit_card,1
303808,24.78,0,7/23/2016,5000,major_purchase,1
303809,32.75,,7/23/2016,5000,debt_consolidation,1
303810,44.93,5,7/23/2016,25000,car,1
351776,31.85,0,7/26/2016,2500,other,1
351777,36.49,0,7/26/2016,10000,debt_consolidation,1
351778,0.23,0,7/26/2016,5000,other,1
351780,91.44,0,7/26/2016,10000,other,1
351781,4.55,5,7/26/2016,7500,major_purchase,1
351782,22.09,,7/26/2016,15000,debt_consolidation,1
351783,3.2,0,7/26/2016,3000,medical,1
351784,28.93,0,7/26/2016,1000,other,1
351785,18.89,0,7/26/2016,25000,debt_consolidation,1
351786,68.18,0,7/26/2016,6500,credit_card,1
351787,29.44,5,7/26/2016,5000,debt_consolidation,1
351788,10,0,7/26/2016,40000,debt_consolidation,1
351789,11.86,0,7/26/2016,16500,Business,1
351790,46.04,0,7/26/2016,25000,debt_consolidation,1
351791,35.92,0,7/26/2016,40000,major_purchase,1
351792,39.23,0,7/26/2016,5000,debt_consolidation,1
351793,101.96,,7/26/2016,10000,other,1
351794,9.68,0,7/26/2016,9000,debt_consolidation,1
351795,2.17,0,7/26/2016,1400,credit_card,1
351796,32.73,0,7/26/2016,2000,vacation,1
351797,1.5,0,7/26/2016,1000,home_improvement,1
351798,4.7,6,7/26/2016,15000,Credit card refinancing,1
351799,26.19,0,7/26/2016,5800,major_purchase,1
351800,41.32,0,7/26/2016,2000,other,1
351801,5.43,0,7/26/2016,6500,debt_consolidation,1
351802,2.31,0,7/26/2016,4000,other,1
351803,11.05,5,7/26/2016,3500,car,1
351804,9.48,,7/26/2016,7500,Debt consolidation,1
351805,26.8,0,7/26/2016,20000,debt_consolidation,1
351807,13.68,0,7/26/2016,20000,other,1
351808,31.76,0,7/26/2016,5000,other,1
351811,17.07,0,7/26/2016,4000,medical,1
351812,3.7,,7/26/2016,7500,Medical expenses,1
351813,4.91,0,7/26/2016,5000,credit_card,1
351814,6.79,0,7/26/2016,3000,debt_consolidation,1
351815,6.8,0,7/26/2016,15000,debt_consolidation,1
351816,8.02,0,7/26/2016,8000,car,1
351817,42.43,,7/26/2016,10000,home_improvement,1
351818,40.24,0,7/26/2016,27000,debt_consolidation,1
351819,1.79,0,7/26/2016,7000,other,1
351820,15.95,5,7/26/2016,2000,debt_consolidation,1
351821,6.81,0,7/26/2016,2000,debt_consolidation,1
351822,2.91,0,7/26/2016,14000,home_improvement,1
351823,0,0,7/26/2016,5000,major_purchase,1
351824,17.16,0,7/26/2016,1000,debt_consolidation,1
351825,35.16,5,7/26/2016,15000,debt_consolidation,1
351826,0.35,0,7/26/2016,35000,credit_card,1
351827,1.32,0,7/26/2016,5000,home_improvement,1
351828,33.41,0,7/26/2016,40000,debt_consolidation,1
351829,43.64,5,7/26/2016,35000,small_business,1
351830,29.22,0,7/26/2016,8000,other,1
351831,1.02,0,7/26/2016,5000,car,1
351832,4.65,0,7/26/2016,15000,debt_consolidation,1
351833,27.95,0,7/26/2016,1000,debt_consolidation,1
351834,47.18,0,7/26/2016,8000,other,1
351835,16.37,0,7/26/2016,7500,other,1
351836,39.85,5,7/26/2016,15000,debt_consolidation,1
351837,13.6,0,7/26/2016,15000,debt_consolidation,1
351838,31.47,10,7/26/2016,10000,Debt consolidation,1
351839,13.16,0,7/26/2016,20000,Business,1
351840,19.46,0,7/26/2016,25000,debt_consolidation,1
351841,16.4,5,7/26/2016,5000,other,1
351842,24.73,5,7/26/2016,1000,moving,1
351843,17.99,0,7/26/2016,20000,debt_consolidation,1
351844,15.15,5,7/26/2016,1000,home_improvement,1
351845,14.51,0,7/26/2016,12000,moving,1
351846,0,5,7/26/2016,25000,house,1
351847,41.3,,7/26/2016,30000,credit_card,1
351848,1.41,0,7/26/2016,5000,car,1
351849,10,0,7/26/2016,3000,debt_consolidation,1
351850,38.06,0,7/26/2016,20000,car,1
351851,39.43,5,7/26/2016,1000,other,1
351852,26.5,5,7/26/2016,35000,credit_card,1
351853,1.2,0,7/26/2016,15000,major_purchase,1
351854,81.19,5,7/26/2016,35000,debt_consolidation,1
351855,0,5,7/26/2016,3000,other,1
351856,47.23,0,7/26/2016,10000,debt_consolidation,1
351857,30.36,0,7/26/2016,11000,debt_consolidation,1
351858,4.69,0,7/26/2016,4000,debt_consolidation,1
351859,0,5,7/26/2016,10000,car,1
351860,41.54,5,7/26/2016,6000,debt_consolidation,1
351861,11.71,0,7/26/2016,1000,moving,1
351863,22.5,0,7/26/2016,20000,debt_consolidation,1
351864,1.55,5,7/26/2016,15000,debt_consolidation,1
351865,45.69,0,7/26/2016,10000,debt_consolidation,1
351866,0,0,7/26/2016,6500,car,1
351867,33.94,0,7/26/2016,2000,other,1
351868,3.37,0,7/26/2016,10000,other,1
351869,38,0,7/26/2016,5000,debt_consolidation,1
351870,1.41,0,7/26/2016,7000,major_purchase,1
351871,17.89,0,7/26/2016,20000,debt_consolidation,1
351872,8.95,5,7/26/2016,1000,moving,1
351873,21.66,0,7/26/2016,5000,debt_consolidation,1
351874,0,0,7/26/2016,1000,moving,1
351875,24.69,0,7/26/2016,35000,debt_consolidation,1
351876,9.48,1,7/26/2016,3000,Home buying,1
351877,11.13,5,7/26/2016,3500,other,1
351879,1.86,0,7/26/2016,7000,car,1
351880,29.12,0,7/26/2016,10000,debt_consolidation,1
351881,54.99,5,7/26/2016,35000,credit_card,1
351882,17.05,5,7/26/2016,35000,credit_card,1
351883,2.57,5,7/26/2016,2500,major_purchase,1
351884,29.94,0,7/26/2016,2000,debt_consolidation,1
351885,21.44,0,7/26/2016,5000,debt_consolidation,1
351886,20.48,,7/26/2016,13000,Credit card refinancing,1
351887,20.16,5,7/26/2016,30000,debt_consolidation,1
351889,16.79,5,7/26/2016,1600,debt_consolidation,1
351890,21.36,10,7/26/2016,10000,Debt consolidation,1
351891,8.81,0,7/26/2016,4000,debt_consolidation,1
351892,23.42,0,7/26/2016,30000,debt_consolidation,1
351893,5.77,5,7/26/2016,2700,vacation,1
351894,23.67,0,7/26/2016,2000,major_purchase,1
351895,19.42,0,7/26/2016,10000,home_improvement,1
351896,26.86,5,7/26/2016,10000,Debt consolidation,1
351897,11.85,0,7/26/2016,5000,other,1
351898,27.16,0,7/26/2016,3000,other,1
351899,17.13,0,7/26/2016,8500,car,1
351900,0,0,7/26/2016,3025,debt_consolidation,1
351901,23.93,0,7/26/2016,5500,moving,1
351902,29.34,0,7/26/2016,6000,debt_consolidation,1
351903,25.29,0,7/26/2016,3500,moving,1
351904,42.86,0,7/26/2016,6000,debt_consolidation,1
351905,7.86,0,7/26/2016,30000,debt_consolidation,1
351906,17.92,1,7/26/2016,40000,Business,1
351907,10.41,10,7/26/2016,8000,Business,1
351908,12.36,5,7/26/2016,25000,debt_consolidation,1
351910,40.35,5,7/26/2016,5000,debt_consolidation,1
351911,7.92,0,7/26/2016,15000,debt_consolidation,1
351912,34.76,0,7/26/2016,10000,debt_consolidation,1
351913,8.03,5,7/26/2016,20000,debt_consolidation,0
351914,0,0,7/26/2016,1000,house,1
351915,12.1,0,7/26/2016,5000,debt_consolidation,0
351916,15.82,0,7/26/2016,9000,other,0
351917,3.28,4,7/26/2016,35000,Debt consolidation,0
351918,11.22,5,7/26/2016,7500,car,0
351919,10.62,5,7/26/2016,5600,major_purchase,0
351920,17.14,10,7/26/2016,10000,Other,0
351921,23.86,0,7/26/2016,6000,debt_consolidation,1
351922,14.12,0,7/26/2016,6000,car,1
351923,7.79,0,7/26/2016,4000,debt_consolidation,1
351924,19.7,,7/26/2016,25000,debt_consolidation,1
351925,1.58,,7/26/2016,30000,debt_consolidation,1
351926,148.55,0,7/26/2016,4000,debt_consolidation,1
351927,15.65,,7/26/2016,7000,other,1
351928,32.22,0,7/26/2016,7000,debt_consolidation,1
351929,16.84,0,7/26/2016,14000,debt_consolidation,1
351930,34.15,0,7/26/2016,5000,debt_consolidation,1
351931,30.24,0,7/26/2016,24000,debt_consolidation,1
351932,25.71,0,7/26/2016,5000,medical,1
351933,0.37,0,7/26/2016,5000,moving,1
351934,6.22,0,7/26/2016,15000,credit_card,1
351935,7.92,5,7/26/2016,8500,credit_card,1
351936,3.33,5,7/26/2016,1950,other,1
351937,37.15,0,7/26/2016,6000,debt_consolidation,1
351938,145.18,0,7/26/2016,6000,debt_consolidation,1
351939,26.22,0,7/26/2016,1500,debt_consolidation,1
351940,87.89,0,7/26/2016,15000,debt_consolidation,1
351941,1.36,0,7/26/2016,8500,major_purchase,1
351942,39.76,0,7/26/2016,30000,debt_consolidation,1
351944,103.94,0,7/26/2016,20000,debt_consolidation,0
351945,108.55,0,7/26/2016,15000,debt_consolidation,1
351946,21.21,8,7/26/2016,20000,Debt consolidation,1
351947,6.06,5,7/26/2016,1000,other,1
351948,4.11,,7/26/2016,12000,other,1
351949,11.52,5,7/26/2016,8000,home_improvement,0
351950,7.08,10,7/26/2016,7000,Vacation,1
351951,18.87,0,7/26/2016,2500,other,1
351952,36.04,5,7/26/2016,25000,credit_card,1
351953,38.62,0,7/26/2016,25000,home_improvement,1
351954,4.15,5,7/26/2016,1200,home_improvement,1
351955,6.4,1,7/26/2016,11000,Credit card refinancing,1
351957,21.9,5,7/26/2016,3000,home_improvement,1
351958,43.68,5,7/26/2016,3500,other,1
351959,10.46,0,7/26/2016,4000,other,1
351960,152.04,0,7/26/2016,27000,debt_consolidation,1
351961,6.76,0,7/26/2016,3000,other,0
351962,10.97,,7/26/2016,20000,credit_card,1
351963,6.9,0,7/26/2016,15000,other,0
351964,10.77,5,7/26/2016,13000,debt_consolidation,1
351965,19.59,0,7/26/2016,30000,other,1
351966,14.07,0,7/26/2016,2500,debt_consolidation,1
351967,4.33,5,7/26/2016,10000,house,1
351968,12.69,5,7/26/2016,20000,debt_consolidation,0
351969,40.43,5,7/26/2016,35000,small_business,1
351970,10.48,5,7/26/2016,3500,moving,1
351971,13.33,4,7/26/2016,30000,Debt consolidation,1
351972,54.84,0,7/26/2016,40000,debt_consolidation,1
351973,9.04,,7/26/2016,5000,other,1
351974,2.98,0,7/26/2016,3000,medical,1
351975,0,5,7/26/2016,2000,medical,0
351976,0.8,5,7/26/2016,20000,debt_consolidation,1
351977,11.64,0,7/26/2016,3000,moving,1
351978,35.53,5,7/26/2016,10000,other,1
351979,4.27,0,7/26/2016,3000,other,0
351980,28.49,0,7/26/2016,8500,debt_consolidation,1
351981,37,,7/26/2016,20000,debt_consolidation,1
351982,7.32,0,7/26/2016,3000,home_improvement,1
351984,16.98,0,7/26/2016,3000,debt_consolidation,0
351985,29.45,0,7/26/2016,12000,debt_consolidation,1
351986,35.63,0,7/26/2016,40000,debt_consolidation,1
351987,14.7,10,7/26/2016,35000,Debt consolidation,1
351988,24.95,0,7/26/2016,10000,debt_consolidation,1
351989,2,5,7/26/2016,2000,other,1
351990,33.44,0,7/26/2016,35000,debt_consolidation,1
351991,69,5,7/26/2016,30000,debt_consolidation,1
351992,4.19,5,7/26/2016,5000,debt_consolidation,1
351993,33.53,0,7/26/2016,10000,debt_consolidation,1
351994,36.28,0,7/26/2016,35000,debt_consolidation,1
351995,18.42,0,7/26/2016,1000,other,0
351996,1.26,0,7/26/2016,1000,moving,0
351997,8.08,0,7/26/2016,2000,other,1
351998,57.14,0,7/26/2016,40000,credit_card,0
351999,31.05,0,7/26/2016,23000,debt_consolidation,1
352000,22.49,0,7/26/2016,10000,debt_consolidation,1
352002,17.62,5,7/26/2016,1000,other,0
352003,4.09,5,7/26/2016,3000,moving,1
352004,17.32,0,7/26/2016,5000,Debt consolidation,1
352005,39.1,0,7/26/2016,40000,debt_consolidation,1
352006,13.51,0,7/26/2016,3000,medical,0
352007,6.7,0,7/26/2016,5000,debt_consolidation,1
352008,52.6,0,7/26/2016,10000,medical,1
352009,26.31,0,7/26/2016,4000,debt_consolidation,1
